"FIRM","PLATFORM_NAME","STRATEGY","SHARE_CLASS","TICKER","INVESTMENT_TYPE","ADDED_DATE","PLATFORM_TYPE","PLATFORM_DEF","IPD_NAME","NAM_NAME","CLEARING_FIRM"
"AVANTAX","Overland Select","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"SMA","SMA Platform","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Overland Select","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"SMA","SMA Platform","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Overland Select","Templeton International Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Overland Select","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Adjustable U.S. Government Securities Fund","A","FISAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Adjustable U.S. Government Securities Fund","Advisor","FAUZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Alabama Tax-Free Income Fund","Advisor","FALZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Arizona Tax-Free Income Fund","A1","FTAZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Arizona Tax-Free Income Fund","Advisor","FAZZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Biotechnology Discovery Fund","A","FBDIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Biotechnology Discovery Fund","Advisor","FTDZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin California High Yield Municipal Fund","A1","FCAMX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin California High Yield Municipal Fund","Advisor","FVCAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin California Intermediate-Term Tax-Free Income Fund","A1","FKCIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin California Intermediate-Term Tax-Free Income Fund","Advisor","FRCZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin California Tax-Free Income Fund","A1","FKTFX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin California Tax-Free Income Fund","Advisor","FCAVX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Colorado Tax-Free Income Fund","A1","FRCOX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Colorado Tax-Free Income Fund","Advisor","FCOZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Connecticut Tax-Free Income Fund","Advisor","FCNZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Conservative Allocation Fund","A","FTCIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Conservative Allocation Fund","Advisor","FTCZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Corefolio Allocation Fund","Advisor","FCAZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin DynaTech Fund","A","FKDNX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin DynaTech Fund","Advisor","FDYZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Emerging Market Debt Opportunities Fund","Advisor","FEMDX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Equity Income Fund","A","FISEX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Equity Income Fund","Advisor","FEIFX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Federal Intermediate-Term Tax-Free Income Fund","A1","FKITX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Federal Intermediate-Term Tax-Free Income Fund","Advisor","FITZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Federal Limited-Term Tax-Free Income Fund","Advisor","FTFZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Federal Tax-Free Income Fund","A1","FKTIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Federal Tax-Free Income Fund","Advisor","FAFTX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Floating Rate Daily Access Fund","A","FAFRX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Floating Rate Daily Access Fund","Advisor","FDAAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Florida Tax-Free Income Fund","A1","FRFLX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Florida Tax-Free Income Fund","Advisor","FFTZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Founding Funds Allocation Fund","A","FFALX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Founding Funds Allocation Fund","Advisor","FFAAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Georgia Tax-Free Income Fund","A1","FTGAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Georgia Tax-Free Income Fund","Advisor","FGFZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Gold and Precious Metals Fund","A","FKRCX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Gold and Precious Metals Fund","Advisor","FGADX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Growth Allocation Fund","Advisor","FGTZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Growth Fund","A","FKGRX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Growth Fund","Advisor","FCGAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Growth Opportunities Fund","A","FGRAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Growth Opportunities Fund","Advisor","FRAAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin High Income Fund","A1","FHAIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin High Income Fund","Advisor","FVHIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin High Yield Tax-Free Income Fund","A1","FRHIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin High Yield Tax-Free Income Fund","Advisor","FHYVX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Income Fund","A1","FKINX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Income Fund","Advisor","FRIAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin International Growth Fund","Advisor","FNGZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin International Small Cap Fund","A","FINAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin International Small Cap Fund","Advisor","FKSCX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin K2 Alternative Strategies Fund","Advisor","FABZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Kentucky Tax-Free Income Fund","Advisor","FKTZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Louisiana Tax-Free Income Fund","A1","FKLAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Louisiana Tax-Free Income Fund","Advisor","FLTZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Low Duration Total Return Fund","A","FLDAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Low Duration Total Return Fund","Advisor","FLDZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Managed Income Fund","Advisor","FBFZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Maryland Tax-Free Income Fund","A1","FMDTX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Maryland Tax-Free Income Fund","Advisor","FMDZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Massachusetts Tax-Free Income Fund","Advisor","FMAHX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Michigan Tax-Free Income Fund","A1","FTTMX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Michigan Tax-Free Income Fund","Advisor","FMTFX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin MicroCap Value Fund","Advisor","FVRMX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Minnesota Tax-Free Income Fund","A1","FMINX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Minnesota Tax-Free Income Fund","Advisor","FMNZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Missouri Tax-Free Income Fund","A1","FRMOX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Missouri Tax-Free Income Fund","Advisor","FRMZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Moderate Allocation Fund","Advisor","FMTZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Beacon Fund","A","TEBIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Beacon Fund","Z","BEGRX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual European Fund","A","TEMIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual European Fund","Z","MEURX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Financial Services Fund","A","TFSIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Financial Services Fund","Z","TEFAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Global Discovery Fund","A","TEDIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Global Discovery Fund","Z","MDISX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Quest Fund","A","TEQIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Quest Fund","Z","MQIFX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Shares Fund","A","TESIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual Shares Fund","Z","MUTHX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual U.S. Value Fund","A","FRBSX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Mutual U.S. Value Fund","Advisor","FBSAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Natural Resources Fund","A","FRNRX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Natural Resources Fund","Advisor","FNRAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin New Jersey Tax-Free Income Fund","A1","FRNJX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin New Jersey Tax-Free Income Fund","Advisor","FNJZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin New York Intermediate-Term Tax-Free Income Fund","A1","FKNIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin New York Intermediate-Term Tax-Free Income Fund","Advisor","FNYZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin New York Tax-Free Income Fund","A1","FNYTX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin New York Tax-Free Income Fund","Advisor","FNYAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin North Carolina Tax-Free Income Fund","A1","FXNCX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin North Carolina Tax-Free Income Fund","Advisor","FNCZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Ohio Tax-Free Income Fund","A1","FTOIX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Ohio Tax-Free Income Fund","Advisor","FROZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Oregon Tax-Free Income Fund","A1","FRORX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Oregon Tax-Free Income Fund","Advisor","FOFZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Pennsylvania Tax-Free Income Fund","A1","FRPAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Pennsylvania Tax-Free Income Fund","Advisor","FPFZX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Real Estate Securities Fund","A","FREEX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Real Estate Securities Fund","Advisor","FRLAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Real Return Fund","Advisor","FARRX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Rising Dividends Fund","A","FRDPX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Vest Advisor","Franklin Rising Dividends Fund","Advisor","FRDAX","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM","Brooke Leahy","John Beaulieu"," "
