"FIRM","PLATFORM_NAME","STRATEGY","SHARE_CLASS","TICKER","INVESTMENT_TYPE","ADDED_DATE","PLATFORM_TYPE","PLATFORM_DEF","IPD_NAME","NAM_NAME","CLEARING_FIRM"
"AVANTAX","Brokerage","Franklin Louisiana Tax-Free Income Fund","Advisor","FLTZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Louisiana Tax-Free Income Fund","C","FLAIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Low Duration Total Return Fund","A","FLDAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Low Duration Total Return Fund","Advisor","FLDZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Low Duration Total Return Fund","C","FLDCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Managed Income Fund","A","FBLAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Managed Income Fund","Advisor","FBFZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Managed Income Fund","C","FBMCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Maryland Tax-Free Income Fund","A","FQMDX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Maryland Tax-Free Income Fund","A1","FMDTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Maryland Tax-Free Income Fund","Advisor","FMDZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Maryland Tax-Free Income Fund","C","FMDIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Massachusetts Tax-Free Income Fund","A","FMAQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Massachusetts Tax-Free Income Fund","A1","FMISX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Michigan Tax-Free Income Fund","A","FMQTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Michigan Tax-Free Income Fund","A1","FTTMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Michigan Tax-Free Income Fund","Advisor","FMTFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Michigan Tax-Free Income Fund","C","FRMTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Minnesota Tax-Free Income Fund","A","FMNQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Minnesota Tax-Free Income Fund","A1","FMINX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Minnesota Tax-Free Income Fund","Advisor","FMNZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Minnesota Tax-Free Income Fund","C","FMNIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Missouri Tax-Free Income Fund","A","FMQOX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Missouri Tax-Free Income Fund","A1","FRMOX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Missouri Tax-Free Income Fund","Advisor","FRMZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Missouri Tax-Free Income Fund","C","FMOIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Moderate Allocation Fund","A","FMTIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Moderate Allocation Fund","C","FTMTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Beacon Fund","A","TEBIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Beacon Fund","C","TEMEX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Beacon Fund","Z","BEGRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual European Fund","A","TEMIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual European Fund","C","TEURX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual European Fund","Z","MEURX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Financial Services Fund","A","TFSIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Financial Services Fund","C","TMFSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Financial Services Fund","Z","TEFAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Global Discovery Fund","A","TEDIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Global Discovery Fund","C","TEDSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Global Discovery Fund","R6","FMDRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Global Discovery Fund","Z","MDISX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Quest Fund","A","TEQIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Quest Fund","C","TEMQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Quest Fund","Z","MQIFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Shares Fund","A","TESIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Shares Fund","C","TEMTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Shares Fund","R","TESRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual Shares Fund","Z","MUTHX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual U.S. Value Fund","A","FRBSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual U.S. Value Fund","Advisor","FBSAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Mutual U.S. Value Fund","C","FCBSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Natural Resources Fund","A","FRNRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Natural Resources Fund","Advisor","FNRAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Natural Resources Fund","C","FNCRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New Jersey Tax-Free Income Fund","A","FNJQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New Jersey Tax-Free Income Fund","A1","FRNJX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New Jersey Tax-Free Income Fund","Advisor","FNJZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New Jersey Tax-Free Income Fund","C","FNIIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Intermediate-Term Tax-Free Income Fund","A","FKNQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Intermediate-Term Tax-Free Income Fund","A1","FKNIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Intermediate-Term Tax-Free Income Fund","Advisor","FNYZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Tax-Free Income Fund","A","FNYQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Tax-Free Income Fund","A1","FNYTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Tax-Free Income Fund","Advisor","FNYAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin New York Tax-Free Income Fund","C","FNYIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin North Carolina Tax-Free Income Fund","A","FQNCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin North Carolina Tax-Free Income Fund","A1","FXNCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin North Carolina Tax-Free Income Fund","Advisor","FNCZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin North Carolina Tax-Free Income Fund","C","FNCIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Ohio Tax-Free Income Fund","A","FOHQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Ohio Tax-Free Income Fund","A1","FTOIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Ohio Tax-Free Income Fund","Advisor","FROZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Ohio Tax-Free Income Fund","C","FOITX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Oregon Tax-Free Income Fund","A","FOFQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Oregon Tax-Free Income Fund","A1","FRORX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Oregon Tax-Free Income Fund","Advisor","FOFZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Oregon Tax-Free Income Fund","C","FORIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Pennsylvania Tax-Free Income Fund","A","FPAQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Pennsylvania Tax-Free Income Fund","A1","FRPAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Pennsylvania Tax-Free Income Fund","Advisor","FPFZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Pennsylvania Tax-Free Income Fund","C","FRPTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Real Estate Securities Fund","A","FREEX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Real Estate Securities Fund","Advisor","FRLAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Real Estate Securities Fund","C","FRRSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Real Return Fund","A","FRRAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Real Return Fund","C","FRRCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Rising Dividends Fund","A","FRDPX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Rising Dividends Fund","Advisor","FRDAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Rising Dividends Fund","C","FRDTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small Cap Value Fund","A","FRVLX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small Cap Value Fund","Advisor","FVADX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small Cap Value Fund","C","FRVFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small Cap Value Fund","R","FVFRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small-Mid Cap Growth Fund","A","FRSGX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small-Mid Cap Growth Fund","Advisor","FSGAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Small-Mid Cap Growth Fund","C","FRSIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Strategic Income Fund","A","FRSTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Strategic Income Fund","Advisor","FKSAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Strategic Income Fund","C","FSGCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Strategic Mortgage Portfolio","Advisor","FSMZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Tennessee Municipal Bond Fund","A","FTQMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Tennessee Municipal Bond Fund","A1","FRTIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Total Return Fund","A","FKBAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Total Return Fund","Advisor","FBDAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Total Return Fund","C","FCTLX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Total Return Fund","R6","FRERX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin U.S. Government Money Fund","A","FMFXX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin U.S. Government Securities Fund","A","FKFSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin U.S. Government Securities Fund","A1","FKUSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin U.S. Government Securities Fund","Advisor","FUSAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin U.S. Government Securities Fund","C","FRUGX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin U.S. Government Securities Fund","R6","FGORX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Utilities Fund","A","FKUQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Utilities Fund","A1","FKUTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Utilities Fund","Advisor","FRUAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Utilities Fund","C","FRUSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Utilities Fund","R","FRURX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Virginia Tax-Free Income Fund","A","FVAQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Virginia Tax-Free Income Fund","A1","FRVAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Virginia Tax-Free Income Fund","Advisor","FRVZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton China World Fund","A","TCWAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton China World Fund","Advisor","TACWX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton China World Fund","C","TCWCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Developing Markets Trust","A","TEDMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Developing Markets Trust","Advisor","TDADX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Developing Markets Trust","C","TDMTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Emerging Markets Small Cap Fund","A","TEMMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Emerging Markets Small Cap Fund","Advisor","TEMZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Emerging Markets Small Cap Fund","C","TCEMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Foreign Fund","A","TEMFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Foreign Fund","Advisor","TFFAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Foreign Fund","C","TEFTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Frontier Markets Fund","A","TFMAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Frontier Markets Fund","Advisor","FFRZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Frontier Markets Fund","C","FFRMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Balanced Fund","A","TAGBX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Balanced Fund","Advisor","TZINX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Bond Fund","A","TPINX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Bond Fund","Advisor","TGBAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Bond Fund","C","TEGBX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Bond Fund","R","FGBRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Smaller Companies Fund","A","TEMGX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Smaller Companies Fund","Advisor","TGSAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Smaller Companies Fund","C","TESGX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Total Return Fund","A","TGTRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Total Return Fund","Advisor","TTRZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Global Total Return Fund","C","TTRCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Growth Fund, Inc.","A","TEPLX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton Growth Fund, Inc.","Advisor","TGADX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton International Bond Fund","A","TBOAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton International Bond Fund","Advisor","FIBZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton International Bond Fund","C","FCNBX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton World Fund","A","TEMWX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton World Fund","Advisor","TWDAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Templeton World Fund","C","TEWTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
